perturbation_scan_id	batch_id	cmap_name	concentration (M)	duration (h)	cell	array	vehicle	rep;cell;cmap_name	rep;cell;cmap_name;array	rep;cell;cmap_name;array;batch_id	rep;cell;cmap_name;array;batch_id;concentration (M)
5500024030700072107994.D11	647	ascorbic acid	2.24e-05	6	MCF7	HT_HG-U133A	DMSO	2310	191	1406	2061
5500024030700072107994.D09	647	kanamycin	6.8e-06	6	MCF7	HT_HG-U133A	DMSO	725	766	1319	3590
5500024030700072107994.D08	647	probucol	7.8e-06	6	MCF7	HT_HG-U133A	DMSO	2010	859	6162	2597
5500024030700072107994.D07	647	methylergometrine	8.8e-06	6	MCF7	HT_HG-U133A	DMSO	2335	1035	287	5942
5500024030700072107994.E12	647	metergoline	1e-05	6	MCF7	HT_HG-U133A	DMSO	349	1844	1064	3211
5500024030700072107994.E11	647	clopamide	1.1599999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	1469	1415	424	3509
5500024030700072107994.E08	647	sulfafurazole	1.4999999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	3568	2581	6093	5218
5500024030700072107994.G12	647	zidovudine	1.4999999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	1206	3055	3705	2355
5500024030700072107994.B07	647	amikacin	6.6e-06	6	MCF7	HT_HG-U133A	DMSO	707	3358	286	4835
5500024030700072107994.G10	647	ketanserin	7.000000000000001e-06	6	MCF7	HT_HG-U133A	DMSO	2597	3377	2246	2495
5500024030700072107994.G09	647	betaxolol	1.1599999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	2541	977	378	3625
5500024030700072107994.G07	647	debrisoquine	9e-06	6	MCF7	HT_HG-U133A	DMSO	1021	3349	232	793
5500024030700072107994.H11	647	dobutamine	1.18e-05	6	MCF7	HT_HG-U133A	DMSO	733	3748	815	4791
5500024030700072107994.H10	647	methapyrilene	1.34e-05	6	MCF7	HT_HG-U133A	DMSO	825	539	4682	1231
5500024030700072107994.H09	647	practolol	1.4999999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	1620	165	2451	3902
5500024030700072107994.H08	647	alfuzosin	9.4e-06	6	MCF7	HT_HG-U133A	DMSO	1813	270	4387	890
5500024030700072107994.G11	647	chlorpropamide	1.4400000000000001e-05	6	MCF7	HT_HG-U133A	DMSO	800	974	5695	5002
5500024025833041107269.D03	648	cefuroxime	9e-06	6	HL60	HT_HG-U133A	DMSO	730	2736	4784	2245
5500024025833041107269.D05	648	altizide	1.04e-05	6	HL60	HT_HG-U133A	DMSO	3313	1517	932	3215
5500024025833041107269.D06	648	sulfaquinoxaline	1.24e-05	6	HL60	HT_HG-U133A	DMSO	1936	894	4683	3637
5500024025833041107269.C01	648	nadide	6e-06	6	HL60	HT_HG-U133A	DMSO	163	3562	3342	958
5500024025833041107269.C02	648	terazosin	9.4e-06	6	HL60	HT_HG-U133A	DMSO	1539	695	1880	2945
5500024025833041107269.C03	648	butamben	2.0600000000000003e-05	6	HL60	HT_HG-U133A	DMSO	2958	3670	2377	5626
5500024025833041107269.C04	648	alclometasone	7.6e-06	6	HL60	HT_HG-U133A	DMSO	107	3099	2113	1400
5500024025833041107269.C06	648	naproxen	1.58e-05	6	HL60	HT_HG-U133A	DMSO	1237	1965	2578	3261
5500024025833041107269.B04	648	phenazopyridine	1.6e-05	6	HL60	HT_HG-U133A	DMSO	2607	2135	3130	5371
5500024025833041107269.B02	648	streptozocin	1.4999999999999999e-05	6	HL60	HT_HG-U133A	DMSO	2987	678	6116	2900
5500024025833041107269.B03	648	sulfamethizole	1.4800000000000002e-05	6	HL60	HT_HG-U133A	DMSO	3512	1897	5870	3936
5500024025833041107269.D02	648	strophanthidin	9.800000000000001e-06	6	HL60	HT_HG-U133A	DMSO	2055	1605	2799	5985
5500024025833041107269.B06	648	sulfapyridine	1.6e-05	6	HL60	HT_HG-U133A	DMSO	294	2481	353	2192
5500024025833041107269.A01	648	leflunomide	1.4800000000000002e-05	6	HL60	HT_HG-U133A	DMSO	2470	1310	3746	5432
5500024025833041107269.A02	648	podophyllotoxin	9.6e-06	6	HL60	HT_HG-U133A	DMSO	1507	3541	2453	5487
5500024025833041107269.A03	648	propidium iodide	6e-06	6	HL60	HT_HG-U133A	DMSO	2040	1178	852	6099
5500024025833041107269.A04	648	pheneticillin	1e-05	6	HL60	HT_HG-U133A	DMSO	2265	533	4903	770
5500024025833041107269.B01	648	ramifenazone	1.42e-05	6	HL60	HT_HG-U133A	DMSO	1154	2590	1462	480
5500024025833041107269.D01	648	cefmetazole	8.2e-06	6	HL60	HT_HG-U133A	DMSO	3515	1732	3837	4921
5500024025833041107269.E02	648	tetrandrine	6.4e-06	6	HL60	HT_HG-U133A	DMSO	3500	2137	5684	5915
5500024025833041107269.E05	648	napelline	1.12e-05	6	HL60	HT_HG-U133A	DMSO	2431	1450	161	1867
5500024025833041107269.H04	648	ricinine	2.44e-05	6	HL60	HT_HG-U133A	DMSO	3292	3684	1380	4543
5500024025833041107269.H05	648	estropipate	9.2e-06	6	HL60	HT_HG-U133A	DMSO	2514	575	5400	2166
5500024025833041107269.H06	648	tetryzoline	1.6800000000000002e-05	6	HL60	HT_HG-U133A	DMSO	3464	3560	2612	2008
5500024025833041107269.G01	648	benzethonium chloride	9e-06	6	HL60	HT_HG-U133A	DMSO	1176	1566	5679	2126
5500024025833041107269.G03	648	fluorometholone	1.06e-05	6	HL60	HT_HG-U133A	DMSO	196	1937	1409	2110
5500024025833041107269.G04	648	etanidazole	1.86e-05	6	HL60	HT_HG-U133A	DMSO	3372	2399	3644	1608
5500024025833041107269.G05	648	kinetin	1.86e-05	6	HL60	HT_HG-U133A	DMSO	47	2191	5437	1738
5500024025833041107269.G06	648	anabasine	2.46e-05	6	HL60	HT_HG-U133A	DMSO	582	3183	5425	3820
5500024025833041107269.F01	648	delsoline	8.599999999999999e-06	6	HL60	HT_HG-U133A	DMSO	922	3466	418	926
5500024025833041107269.F02	648	Prestwick-689	1.0199999999999999e-05	6	HL60	HT_HG-U133A	DMSO	493	3137	2883	5302
5500024025833041107269.F03	648	hexestrol	1.4800000000000002e-05	6	HL60	HT_HG-U133A	DMSO	3149	395	5980	5568
5500024025833041107269.F04	648	trioxysalen	1.76e-05	6	HL60	HT_HG-U133A	DMSO	2284	2623	874	3479
5500024025833041107269.F05	648	cefalotin	9.6e-06	6	HL60	HT_HG-U133A	DMSO	3513	2828	554	5450
5500024025833041107269.F06	648	butirosin	5.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	636	1857	3482	1354
5500024025833041107269.E01	648	abamectin	4.8e-06	6	HL60	HT_HG-U133A	DMSO	1593	787	474	4659
5500024025833041107269.A05	648	metoprolol	5.7999999999999995e-06	6	HL60	HT_HG-U133A	DMSO	842	1367	4428	3273
5500024025833041107269.E04	648	fluorocurarine	1.1599999999999999e-05	6	HL60	HT_HG-U133A	DMSO	1482	966	2686	5731
5500024025833041107269.E06	648	trichostatin A	1e-07	6	HL60	HT_HG-U133A	DMSO	651	2099	393	2831
5500024025833041107269.H03	648	skimmianine	1.5399999999999998e-05	6	HL60	HT_HG-U133A	DMSO	2539	1285	4968	4566
5500024025833041107269.H02	648	suxibuzone	9.2e-06	6	HL60	HT_HG-U133A	DMSO	2812	508	3488	4540
5500024025833041107269.D04	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.H01	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.G02	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.A06	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.B05	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.E03	648	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3147	3706
5500024025833041107269.E10	649	ethoxyquin	1.84e-05	6	HL60	HT_HG-U133A	DMSO	2437	2860	5599	5522
5500024025833041107269.E11	649	sulfadimidine	1.34e-05	6	HL60	HT_HG-U133A	DMSO	1177	3457	3357	581
5500024025833041107269.E12	649	dicoumarol	1.18e-05	6	HL60	HT_HG-U133A	DMSO	3330	3749	3540	1288
5500024025833041107269.D07	649	isocarboxazid	1.7199999999999998e-05	6	HL60	HT_HG-U133A	DMSO	2772	2350	942	5479
5500024025833041107269.D08	649	mephentermine	9.4e-06	6	HL60	HT_HG-U133A	DMSO	2409	3148	3025	4624
5500024025833041107269.D09	649	cefazolin	8.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	1705	230	4717	3597
5500024025833041107269.D11	649	glycopyrronium bromide	1e-05	6	HL60	HT_HG-U133A	DMSO	3224	2498	1314	5455
5500024025833041107269.D12	649	trichostatin A	1e-07	6	HL60	HT_HG-U133A	DMSO	651	2099	1809	658
5500024025833041107269.C07	649	diethylstilbestrol	1.4999999999999999e-05	6	HL60	HT_HG-U133A	DMSO	2110	1229	2916	1756
5500024025833041107269.C12	649	alpha-ergocryptine	7.000000000000001e-06	6	HL60	HT_HG-U133A	DMSO	2707	1549	1199	2219
5500024025833041107269.C08	649	tinidazole	1.62e-05	6	HL60	HT_HG-U133A	DMSO	928	1261	494	414
5500024025833041107269.C09	649	guaifenesin	2.02e-05	6	HL60	HT_HG-U133A	DMSO	2512	3428	2849	2196
5500024025833041107269.C10	649	thiamazole	3.5e-05	6	HL60	HT_HG-U133A	DMSO	895	827	2122	1772
5500024025833041107269.C11	649	lithocholic acid	1.06e-05	6	HL60	HT_HG-U133A	DMSO	2418	3708	2802	4710
5500024025833041107269.B07	649	atractyloside	5e-06	6	HL60	HT_HG-U133A	DMSO	2405	3432	920	2052
5500024025833041107269.B10	649	guanadrel	7.6e-06	6	HL60	HT_HG-U133A	DMSO	60	1957	3489	5403
5500024025833041107269.B12	649	alexidine	6.8e-06	6	HL60	HT_HG-U133A	DMSO	2230	21	2730	5383
5500024025833041107269.A07	649	merbromin	5e-06	6	HL60	HT_HG-U133A	DMSO	384	2490	6169	1590
5500024025833041107269.A09	649	sulfadimethoxine	1.28e-05	6	HL60	HT_HG-U133A	DMSO	2529	2648	2548	4646
5500024025833041107269.A10	649	calcium folinate	7.8e-06	6	HL60	HT_HG-U133A	DMSO	1562	1683	5229	1799
5500024025833041107269.A11	649	monensin	5.7999999999999995e-06	6	HL60	HT_HG-U133A	DMSO	30	2043	2993	753
5500024025833041107269.E07	649	spiramycin	4.8e-06	6	HL60	HT_HG-U133A	DMSO	1638	3431	3017	6113
5500024025833041107269.F12	649	flecainide	8.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	2434	1890	5419	1869
5500024025833041107269.F07	649	furaltadone	1.1e-05	6	HL60	HT_HG-U133A	DMSO	2366	1530	4171	2554
5500024025833041107269.F09	649	bendroflumethiazide	9.4e-06	6	HL60	HT_HG-U133A	DMSO	1553	2419	2255	4181
5500024025833041107269.A12	649	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4495	5232
5500024025833041107269.B11	649	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4495	5232
5500024025833041107269.D10	649	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4495	5232
5500024025833041107269.F10	649	eucatropine	1.22e-05	6	HL60	HT_HG-U133A	DMSO	328	664	2253	1747
5500024025833041107269.H07	649	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4495	5232
5500024025833041107269.H08	649	medrysone	1.1599999999999999e-05	6	HL60	HT_HG-U133A	DMSO	85	142	3628	2293
5500024025833041107269.H09	649	demeclocycline	8e-06	6	HL60	HT_HG-U133A	DMSO	431	1717	1081	3920
5500024025833041107269.E09	649	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4495	5232
5500024025833041107269.H11	649	levonorgestrel	1.28e-05	6	HL60	HT_HG-U133A	DMSO	1563	1018	2134	33
5500024025833041107269.G07	649	cloperastine	1.1e-05	6	HL60	HT_HG-U133A	DMSO	1622	3097	2881	6251
5500024025833041107269.G09	649	sulfamethoxypyridazine	1.42e-05	6	HL60	HT_HG-U133A	DMSO	372	3736	804	4342
5500024025833041107269.G10	649	flumetasone	9.800000000000001e-06	6	HL60	HT_HG-U133A	DMSO	419	2166	178	722
5500024025833041107269.G11	649	flunixin	8.2e-06	6	HL60	HT_HG-U133A	DMSO	2704	1490	2106	1783
5500024025833041107269.G12	649	fenoprofen	7.2000000000000005e-06	6	HL60	HT_HG-U133A	DMSO	1227	2879	6122	2739
5500024025833041107269.H10	649	meclofenoxate	1.36e-05	6	HL60	HT_HG-U133A	DMSO	2106	2852	4467	1915
5500024030401071707292.H03	650	acetylsalicylic acid	0.0001	6	HL60	HT_HG-U133A	DMSO	2082	2944	5762	1254
5500024030401071707292.H02	650	haloperidol	1e-05	6	HL60	HT_HG-U133A	DMSO	2991	2596	6101	6290
5500024030401071707292.A06	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.B05	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.G02	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.E03	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.H01	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.H04	650	fulvestrant	1e-06	6	HL60	HT_HG-U133A	DMSO	1488	3483	3452	6295
5500024030401071707292.D04	650	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	3344	3242
5500024030401071707292.H05	650	tanespimycin	1e-06	6	HL60	HT_HG-U133A	DMSO	1599	953	2504	1287
5500024030401071707292.E01	650	monorden	1e-07	6	HL60	HT_HG-U133A	DMSO	2251	3790	5586	5467
5500024030401071707292.G01	650	estradiol	1e-07	6	HL60	HT_HG-U133A	DMSO	2078	1387	1060	1307
5500024030401071707292.C01	650	clozapine	1e-05	6	HL60	HT_HG-U133A	DMSO	2957	3786	1048	4030
5500024030401071707292.C02	650	thioridazine	1e-05	6	HL60	HT_HG-U133A	DMSO	3100	2553	3525	2764
5500024030401071707292.C03	650	15-delta prostaglandin J2	1e-05	6	HL60	HT_HG-U133A	DMSO	1087	3782	4451	4357
5500024030401071707292.C04	650	troglitazone	1e-05	6	HL60	HT_HG-U133A	DMSO	3107	2619	1035	6044
5500024030401071707292.C05	650	rosiglitazone	1e-05	6	HL60	HT_HG-U133A	DMSO	2645	1337	2788	4117
5500024030401071707292.C06	650	trichostatin A	1e-06	6	HL60	HT_HG-U133A	DMSO	651	2099	584	4851
5500024030401071707292.B02	650	LY-294002	1e-05	6	HL60	HT_HG-U133A	DMSO	2531	2961	1146	5261
5500024030401071707292.D06	650	geldanamycin	1e-06	6	HL60	HT_HG-U133A	DMSO	3046	3580	213	4211
5500024030401071707292.B03	650	fluphenazine	1e-05	6	HL60	HT_HG-U133A	DMSO	3009	2647	1446	4836
5500024030401071707292.B06	650	LY-294002	1e-05	6	HL60	HT_HG-U133A	DMSO	2531	2961	1146	5261
5500024030401071707292.A01	650	valproic acid	0.0005	6	HL60	HT_HG-U133A	DMSO	1547	2656	659	5225
5500024030401071707292.A02	650	estradiol	1e-08	6	HL60	HT_HG-U133A	DMSO	2078	1387	1060	4178
5500024030401071707292.A03	650	sirolimus	1e-07	6	HL60	HT_HG-U133A	DMSO	3225	2110	4909	4291
5500024030401071707292.A04	650	wortmannin	1e-08	6	HL60	HT_HG-U133A	DMSO	2191	1484	2999	4265
5500024030401071707292.A05	650	haloperidol	1e-05	6	HL60	HT_HG-U133A	DMSO	2991	2596	6101	6290
5500024030401071707292.H06	650	sirolimus	1e-07	6	HL60	HT_HG-U133A	DMSO	3225	2110	4909	4291
5500024030401071707292.B04	650	fulvestrant	1e-08	6	HL60	HT_HG-U133A	DMSO	1488	3483	3452	388
5500024030401071707292.D05	650	LY-294002	1e-05	6	HL60	HT_HG-U133A	DMSO	2531	2961	1146	5261
5500024030401071707292.B01	650	genistein	1e-05	6	HL60	HT_HG-U133A	DMSO	2126	3408	3731	1000
5500024030401071707292.D02	650	tanespimycin	1e-06	6	HL60	HT_HG-U133A	DMSO	1599	953	2504	1287
5500024030401071707292.G03	650	valproic acid	0.001	6	HL60	HT_HG-U133A	DMSO	1547	2656	659	2054
5500024030401071707292.D03	650	tanespimycin	1e-06	6	HL60	HT_HG-U133A	DMSO	1599	953	2504	1287
5500024030401071707292.G04	650	alpha-estradiol	1e-08	6	HL60	HT_HG-U133A	DMSO	975	2239	5578	4939
5500024030401071707292.G05	650	tretinoin	1e-06	6	HL60	HT_HG-U133A	DMSO	2198	2314	2534	2934
5500024030401071707292.G06	650	trichostatin A	1e-07	6	HL60	HT_HG-U133A	DMSO	651	2099	584	2354
5500024030401071707292.F01	650	alvespimycin	1e-07	6	HL60	HT_HG-U133A	DMSO	1881	3488	5804	1775
5500024030401071707292.F02	650	valproic acid	0.0002	6	HL60	HT_HG-U133A	DMSO	1547	2656	659	2788
5500024030401071707292.F04	650	LY-294002	1e-07	6	HL60	HT_HG-U133A	DMSO	2531	2961	1146	4050
5500024030401071707292.F05	650	chlorpromazine	1e-06	6	HL60	HT_HG-U133A	DMSO	491	830	1428	4348
5500024030401071707292.F03	650	prochlorperazine	1e-05	6	HL60	HT_HG-U133A	DMSO	1740	660	106	5088
5500024030401071707292.F06	650	tanespimycin	1e-06	6	HL60	HT_HG-U133A	DMSO	1599	953	2504	1287
5500024030401071707292.E02	650	vorinostat	1e-05	6	HL60	HT_HG-U133A	DMSO	1402	115	2804	446
5500024030401071707292.E04	650	sirolimus	1e-07	6	HL60	HT_HG-U133A	DMSO	3225	2110	4909	4291
5500024030401071707292.E05	650	valproic acid	5e-05	6	HL60	HT_HG-U133A	DMSO	1547	2656	659	4128
5500024030401071707292.E06	650	nordihydroguaiaretic acid	1e-06	6	HL60	HT_HG-U133A	DMSO	2303	83	2358	1378
5500024030401071707292.D01	650	trifluoperazine	1e-05	6	HL60	HT_HG-U133A	DMSO	1351	3533	1661	316
5500024030401071707292.G09	651	corbadrine	2.18e-05	6	HL60	HT_HG-U133A	DMSO	1259	2443	2360	5526
5500024030401071707292.F10	651	hecogenin	9.2e-06	6	HL60	HT_HG-U133A	DMSO	2255	1998	3896	5703
5500024030401071707292.G07	651	sulfanilamide	2.3199999999999998e-05	6	HL60	HT_HG-U133A	DMSO	574	2241	3723	3556
5500024030401071707292.G12	651	sulfametoxydiazine	1.42e-05	6	HL60	HT_HG-U133A	DMSO	589	2358	669	1571
5500024030401071707292.F07	651	zomepirac	1.28e-05	6	HL60	HT_HG-U133A	DMSO	2795	1930	2997	169
5500024030401071707292.F08	651	drofenine	1.1400000000000001e-05	6	HL60	HT_HG-U133A	DMSO	1845	1596	4955	1277
5500024030401071707292.F09	651	pridinol	1.0199999999999999e-05	6	HL60	HT_HG-U133A	DMSO	1528	3005	1151	4553
5500024030401071707292.G10	651	isoetarine	1.2e-05	6	HL60	HT_HG-U133A	DMSO	3327	1263	989	4006
5500024030401071707292.F11	651	ebselen	1.4599999999999999e-05	6	HL60	HT_HG-U133A	DMSO	1001	3296	1129	2035
5500024030401071707292.E09	651	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4661	4548
5500024030401071707292.E07	651	pipenzolate bromide	9.2e-06	6	HL60	HT_HG-U133A	DMSO	2507	572	826	964
5500024030401071707292.E08	651	isopropamide iodide	8.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	2493	2774	1824	2914
5500024030401071707292.E10	651	trichostatin A	1e-07	6	HL60	HT_HG-U133A	DMSO	651	2099	2018	162
5500024030401071707292.H07	651	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4661	4548
5500024030401071707292.G08	651	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4661	4548
5500024030401071707292.B11	651	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4661	4548
5500024030401071707292.H11	651	hexylcaine	1.34e-05	6	HL60	HT_HG-U133A	DMSO	2654	1335	2425	3420
5500024030401071707292.D10	651	DMSO	0.0	6	HL60	HT_HG-U133A	DMSO	2808	376	4661	4548
5500024030401071707292.F12	651	mevalolactone	3.0799999999999996e-05	6	HL60	HT_HG-U133A	DMSO	789	2185	4834	2356
5500024030401071707292.H10	651	proadifen	1.0199999999999999e-05	6	HL60	HT_HG-U133A	DMSO	2071	1225	402	5887
5500024030401071707292.D09	651	bergenin	1.1599999999999999e-05	6	HL60	HT_HG-U133A	DMSO	3397	600	3878	2520
5500024030401071707292.H08	651	ribostamycin	7.2000000000000005e-06	6	HL60	HT_HG-U133A	DMSO	255	3556	1168	5162
5500024030401071707292.E12	651	cicloheximide	1.42e-05	6	HL60	HT_HG-U133A	DMSO	58	2423	1712	1582
5500024030401071707292.D07	651	amrinone	2.14e-05	6	HL60	HT_HG-U133A	DMSO	2199	1689	2654	254
5500024030401071707292.D08	651	carbinoxamine	9.800000000000001e-06	6	HL60	HT_HG-U133A	DMSO	3388	2021	254	1370
5500024030401071707292.D11	651	azlocillin	8.2e-06	6	HL60	HT_HG-U133A	DMSO	277	861	2995	159
5500024030401071707292.D12	651	butacaine	1.3000000000000001e-05	6	HL60	HT_HG-U133A	DMSO	339	965	266	2829
5500024030401071707292.C07	651	securinine	1.84e-05	6	HL60	HT_HG-U133A	DMSO	2413	2379	1682	5080
5500024030401071707292.C08	651	cefapirin	9e-06	6	HL60	HT_HG-U133A	DMSO	1623	168	3207	5846
5500024030401071707292.C09	651	gabapentin	2.34e-05	6	HL60	HT_HG-U133A	DMSO	993	962	4665	6037
5500024030401071707292.H09	651	vidarabine	1.4999999999999999e-05	6	HL60	HT_HG-U133A	DMSO	534	2067	5957	691
5500024030401071707292.C10	651	iopamidol	5.2e-06	6	HL60	HT_HG-U133A	DMSO	2618	3746	307	2140
5500024030401071707292.B07	651	clidinium bromide	9.2e-06	6	HL60	HT_HG-U133A	DMSO	3203	3203	4526	3355
5500024030401071707292.B08	651	cefoxitin	8.8e-06	6	HL60	HT_HG-U133A	DMSO	853	1794	2280	3141
5500024030401071707292.B09	651	alimemazine	5.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	3104	2023	2407	3612
5500024030401071707292.B10	651	doxycycline	8.400000000000001e-06	6	HL60	HT_HG-U133A	DMSO	2026	993	2789	712
5500024030401071707292.B12	651	raloxifene	7.8e-06	6	HL60	HT_HG-U133A	DMSO	2739	3369	4823	1113
5500024030401071707292.A08	651	pyrithyldione	2.4e-05	6	HL60	HT_HG-U133A	DMSO	3398	2178	571	1049
5500024030401071707292.A09	651	bucladesine	7.8e-06	6	HL60	HT_HG-U133A	DMSO	1612	2320	2769	1995
5500024030401071707292.A10	651	sulfamonomethoxine	1.42e-05	6	HL60	HT_HG-U133A	DMSO	796	114	173	1119
5500024030401071707292.C11	651	methazolamide	1.7e-05	6	HL60	HT_HG-U133A	DMSO	2852	1368	3884	731
5500024030401071707292.E11	651	cinoxacin	1.52e-05	6	HL60	HT_HG-U133A	DMSO	756	3808	5356	1538
5500024030401071707292.A07	651	iopromide	5e-06	6	HL60	HT_HG-U133A	DMSO	1365	1112	1369	1167
5500024028416032807794.F11	653	oxantel	6.6e-06	6	MCF7	HT_HG-U133A	DMSO	1941	3372	4511	4534
5500024028416032807794.E08	653	ritodrine	1.24e-05	6	MCF7	HT_HG-U133A	DMSO	639	2455	4847	5241
5500024028416032807794.E10	653	dextromethorphan	1.0800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	3124	1831	6054	806
5500024028416032807794.E11	653	buspirone	9.4e-06	6	MCF7	HT_HG-U133A	DMSO	3239	1163	1353	2599
5500024028416032807794.E12	653	mimosine	2.02e-05	6	MCF7	HT_HG-U133A	DMSO	805	1519	5998	6000
5500024028416032807794.D07	653	trichostatin A	1e-07	6	MCF7	HT_HG-U133A	DMSO	3210	3546	5844	1226
5500024028416032807794.D08	653	ketoconazole	7.6e-06	6	MCF7	HT_HG-U133A	DMSO	1280	3791	6158	3981
5500024028416032807794.D09	653	prochlorperazine	6.6e-06	6	MCF7	HT_HG-U133A	DMSO	655	2504	897	5899
5500024028416032807794.D11	653	bisoprolol	9e-06	6	MCF7	HT_HG-U133A	DMSO	1627	2932	623	579
5500024028416032807794.D12	653	flupentixol	7.8e-06	6	MCF7	HT_HG-U133A	DMSO	259	1133	6058	1961
5500024028416032807794.C07	653	clozapine	1.22e-05	6	MCF7	HT_HG-U133A	DMSO	1911	2725	4210	5598
5500024028416032807794.E07	653	guanfacine	1.42e-05	6	MCF7	HT_HG-U133A	DMSO	1826	251	1696	2833
5500024028416032807794.C08	653	droperidol	1.06e-05	6	MCF7	HT_HG-U133A	DMSO	1792	1752	1646	559
5500024028416032807794.C11	653	fusidic acid	7.400000000000001e-06	6	MCF7	HT_HG-U133A	DMSO	330	1678	5976	3376
5500024028416032807794.C12	653	hesperidin	6.6e-06	6	MCF7	HT_HG-U133A	DMSO	2052	51	4778	4467
5500024028416032807794.B07	653	testosterone	1.1599999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	1581	2143	3165	4954
5500024028416032807794.B08	653	androsterone	1.3800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1964	48	1404	5596
5500024028416032807794.B09	653	suloctidil	1.18e-05	6	MCF7	HT_HG-U133A	DMSO	3246	378	4167	5267
5500024028416032807794.B10	653	coralyne	9.6e-06	6	MCF7	HT_HG-U133A	DMSO	1306	1935	168	592
5500024028416032807794.B12	653	estradiol	1.4599999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	999	2824	3784	2852
5500024028416032807794.A07	653	3-hydroxy-DL-kynurenine	1.7800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1269	1436	5939	3942
5500024028416032807794.A08	653	domperidone	7.400000000000001e-06	6	MCF7	HT_HG-U133A	DMSO	2494	2361	2462	5298
5500024028416032807794.A09	653	ouabain	5.400000000000001e-06	6	MCF7	HT_HG-U133A	DMSO	3248	3672	5526	450
5500024028416032807794.C10	653	clebopride	8.2e-06	6	MCF7	HT_HG-U133A	DMSO	2718	2125	2202	4886
5500024028416032807794.F12	653	tacrine	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	2576	753	2833	5613
5500024028416032807794.A11	653	anisomycin	1.4999999999999999e-05	6	MCF7	HT_HG-U133A	DMSO	1419	1884	4356	4146
5500024028416032807794.F10	653	dequalinium chloride	7.6e-06	6	MCF7	HT_HG-U133A	DMSO	1207	1358	5861	4040
5500024028416032807794.B11	653	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	18	1410
5500024028416032807794.D10	653	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	18	1410
5500024028416032807794.E09	653	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	18	1410
5500024028416032807794.G08	653	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	18	1410
5500024028416032807794.H07	653	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	18	1410
5500024028416032807794.H08	653	procainamide	1.4800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	3023	975	707	586
5500024028416032807794.A10	653	arecoline	1.7e-05	6	MCF7	HT_HG-U133A	DMSO	1998	3013	577	5253
5500024028416032807794.H10	653	amoxicillin	1.1e-05	6	MCF7	HT_HG-U133A	DMSO	1281	152	1085	1185
5500024028416032807794.H11	653	benfluorex	1.04e-05	6	MCF7	HT_HG-U133A	DMSO	881	1723	746	1540
